STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,crops,Crops,strucpro,Structure of production,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2024,,6.39,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2010,,2.88,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2011,,3.23,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2012,,2.35,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2013,,3.79,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2014,,2.69,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2015,,2.70,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2016,,3.75,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2017,,2.33,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2018,,3.72,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2019,,2.88,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2020,,4.17,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2021,,3.69,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2022,,2.93,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2023,,1.60,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,C1300,Barley,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2024,,3.29,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2010,,6.05,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2011,,6.05,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2012,,6.05,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2013,,6.97,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2014,,6.76,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2015,,6.62,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2016,,6.67,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2017,,6.67,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2018,,6.74,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2019,,6.59,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2020,,6.43,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2021,,6.35,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2022,,6.30,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2023,,6.25,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2024,,5.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2010,,31.76,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2011,,31.76,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2012,,31.74,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2013,,31.74,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2014,,31.74,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2015,,31.74,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2016,,31.74,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2017,,33.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2018,,33.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2019,,33.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2020,,33.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2021,,33.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2022,,33.11,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2023,,33.11,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2024,,33.11,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2010,,31.82,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2011,,31.51,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2012,,30.79,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2013,,30.79,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2014,,30.73,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2015,,30.72,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2016,,30.87,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2017,,30.55,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2018,,29.93,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2019,,29.64,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2020,,29.49,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2021,,29.45,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2022,,29.25,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2023,,28.41,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2024,,27.94,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2010,,270.81,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2011,,302.81,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2012,,262.11,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2013,,234.59,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2014,,310.34,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2015,,287.60,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2016,,101.67,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2017,,185.24,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2018,,387.95,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2019,,239.21,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2020,,258.22,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2021,,206.29,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2022,,260.61,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2023,,191.91,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2024,,175.56,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2010,,834.96,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2011,,898.45,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2012,,972.41,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2013,,803.78,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2014,,1115.90,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2015,,973.46,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2016,,1032.91,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2017,,596.67,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2018,,1198.52,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2019,,991.45,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2020,,1023.32,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2021,,1004.63,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2022,,1070.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2023,,941.21,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2024,,871.99,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2010,,646.26,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2011,,670.28,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2012,,481.52,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2013,,545.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2014,,620.82,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2015,,598.21,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2016,,621.16,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2017,,587.03,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2018,,562.96,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2019,,638.84,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2020,,522.10,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2021,,615.83,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2022,,496.35,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2023,,527.68,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,F1110,Apples,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2024,,545.08,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2010,,81.24,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2011,,81.44,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2012,,82.38,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2013,,110.82,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2014,,83.46,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2015,,91.99,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2016,,84.64,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2017,,82.19,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2018,,83.35,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2019,,85.68,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2020,,86.86,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2021,,85.13,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2022,,82.65,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2023,,94.89,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2024,,88.37,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2010,,1828.90,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2011,,2028.80,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2012,,2038.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2013,,2003.20,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2014,,2092.60,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2015,,2100.40,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2016,,2137.60,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2017,,2095.90,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2018,,2195.90,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2019,,2222.70,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2020,,2299.70,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2021,,2219.60,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2022,,2028.30,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2023,,2000.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2024,,2048.70,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2010,,96.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2011,,96.44,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2012,,107.21,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2013,,107.09,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,G3000,Green maize,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2014,,112.97,,,,,
